task_id,project_id,project_domain,project_status,project_budget,project_start_days_ago,assignee_id,assignee_role,assignee_experience,assignee_availability,assignee_cost_rate,assignee_recent_hours,assignee_utilization,task_type,priority,complexity_score,status,progress_percentage,estimated_effort_hours,estimated_duration_days,num_dependencies,dependency_depth,num_risks,max_risk_severity,max_risk_severity_ord,avg_risk_probability,risk_level,actual_effort_hours,actual_duration_days,is_delayed,delay_days,effort_overrun_ratio
7190,359,Mobile Banking,Completed,213000,1274,50,UI/UX Designer,1.7,0.76,92.31,31.3,0.34,Performance Optimization,Critical,1.5,Completed,100,10.7,1,0,0,1,9071,2,0.49,Medium,17.4,1,0,0,0.626
7191,359,Mobile Banking,Completed,213000,1274,60,Developer,3.9,0.58,109.67,62.7,0.52,Database Design,Medium,7.6,Completed,100,1.8,1,2,1,1,9072,3,0.94,High,2.1,1,0,0,0.167
7192,359,Mobile Banking,Completed,213000,1274,34,UI/UX Designer,3.8,0.95,107.94,53,0.719,API Integration,Critical,3.7,Completed,100,120.5,24,1,5,3,9075,2,0.537,Medium,151.5,31,1,7,0.257
7193,359,Mobile Banking,Completed,213000,1274,91,DevOps Engineer,3.1,0.77,124.61,20.8,0.229,Database Design,Medium,6.5,Completed,100,60.7,9,1,1,0,None,0,0,Low,79.3,9,0,0,0.306
7194,359,Mobile Banking,Completed,213000,1274,134,Developer,0.5,0.99,91.54,66.2,0.936,Code Review,Medium,7.3,Completed,100,43.2,2,3,6,0,None,0,0,Low,60.7,3,1,1,0.405
7195,359,Mobile Banking,Completed,213000,1274,57,Project Manager,3.6,0.67,137.33,56.1,0.537,API Integration,Medium,6.9,Completed,100,21.2,1,0,0,0,None,0,0,Low,29.8,1,0,0,0.406
7196,359,Mobile Banking,Completed,213000,1274,48,Senior Developer,11.5,0.66,162.39,27.3,0.257,Documentation,High,8.5,Completed,100,160.6,37,1,4,0,None,0,0,Low,241.2,56,1,19,0.502
7197,359,Mobile Banking,Completed,213000,1274,54,Project Manager,2.2,0.63,137.46,26.3,0.237,DevOps Setup,High,1.3,Completed,100,27.4,5,2,7,0,None,0,0,Low,35.5,6,1,1,0.296
7198,359,Mobile Banking,Completed,213000,1274,59,Senior Developer,6.6,0.82,134.13,57.2,0.67,Frontend Development,Low,7.6,Completed,100,123.1,7,0,0,0,None,0,0,Low,117.1,11,1,4,0
7199,359,Mobile Banking,Completed,213000,1274,14,UI/UX Designer,0.5,0.77,86.44,39.4,0.433,Code Review,Medium,2,Completed,100,3.7,1,1,2,2,9083,3,0.295,High,4.2,1,0,0,0.135
7200,359,Mobile Banking,Completed,213000,1274,150,Developer,3.4,0.85,100.17,67.4,0.818,Backend Development,Medium,5.4,Completed,100,74.5,8,2,2,2,9084,1,0.46,Low,108.1,9,1,1,0.451
7201,360,Cybersecurity,Completed,54000,1126,94,Developer,3.5,0.72,91.45,48.9,0.503,API Integration,Medium,9.4,Completed,100,200,15,0,0,2,9086,2,0.43,Medium,166.9,15,0,0,0
7202,360,Cybersecurity,Completed,54000,1126,22,UI/UX Designer,5.3,0.68,105.1,44.9,0.436,UI/UX Design,High,5.9,Completed,100,9.7,1,0,0,0,None,0,0,Low,11.4,1,0,0,0.175
7203,360,Cybersecurity,Completed,54000,1126,125,DevOps Engineer,0.5,0.84,113.06,49.2,0.59,Database Design,Medium,3.3,Completed,100,21.8,1,2,1,0,None,0,0,Low,25.8,1,0,0,0.183
7204,360,Cybersecurity,Completed,54000,1126,4,Project Manager,4.9,0.92,140.8,64.4,0.846,Bug Fixing,Medium,8.7,Completed,100,35.8,9,0,0,0,None,0,0,Low,48.3,9,0,0,0.349
7205,360,Cybersecurity,Completed,54000,1126,113,Developer,1.5,0.56,94.97,22,0.176,Testing & QA,Medium,9.8,Completed,100,84.5,5,3,2,1,9091,1,0.68,Low,89.8,5,0,0,0.063
7206,360,Cybersecurity,Completed,54000,1126,96,Developer,5.2,0.58,101.75,38.4,0.318,Frontend Development,Medium,7.3,Completed,100,23.7,4,2,1,1,9092,2,0.91,Medium,19.5,3,0,0,0
7207,360,Cybersecurity,Completed,54000,1126,30,UI/UX Designer,2.3,0.95,95.32,28.1,0.381,Deployment,Critical,2.3,Completed,100,200,22,3,1,1,9093,4,0.59,Critical,309.6,21,0,0,0.548
7208,360,Cybersecurity,Completed,54000,1126,147,Senior Developer,11.5,0.64,162.44,51,0.466,Documentation,Critical,8.2,Completed,100,120.4,11,1,1,1,9094,2,0.95,Medium,129.2,11,0,0,0.073
7209,360,Cybersecurity,Completed,54000,1126,5,Developer,1.8,0.65,93.11,53.8,0.5,Data Migration,Medium,2.5,Completed,100,14.3,1,0,0,2,9095,4,0.55,Critical,21.4,1,0,0,0.497
7210,360,Cybersecurity,Completed,54000,1126,99,Senior Developer,11.3,0.71,163.46,64.1,0.65,Bug Fixing,Critical,4.9,Completed,100,26.3,6,2,2,0,None,0,0,Low,34.6,5,0,0,0.316
7211,360,Cybersecurity,Completed,54000,1126,92,QA Engineer,1.4,0.86,93.75,34.7,0.426,Testing & QA,Medium,3.3,Completed,100,200,1,2,2,1,9098,2,0.65,Medium,269.8,1,0,0,0.349
7212,360,Cybersecurity,Completed,54000,1126,37,Developer,3,0.71,92.32,58.5,0.593,Testing & QA,Medium,2,Completed,100,96.8,17,0,0,2,9100,3,0.59,High,130.7,21,1,4,0.35
7213,360,Cybersecurity,Completed,54000,1126,139,Project Manager,3.8,0.87,145.18,47,0.584,Frontend Development,Medium,3.7,Completed,100,18.3,2,0,0,1,9101,4,0.44,Critical,25.6,2,0,0,0.399
7214,360,Cybersecurity,Completed,54000,1126,41,Project Manager,0.5,0.64,111.61,28.2,0.258,Deployment,Medium,9.6,Completed,100,14.2,2,0,0,2,9102,3,0.59,High,14.4,2,0,0,0.014
7215,360,Cybersecurity,Completed,54000,1126,83,Senior Developer,7.4,0.85,159.62,46.2,0.561,UI/UX Design,Medium,6.9,Completed,100,22,4,0,0,0,None,0,0,Low,18.1,3,0,0,0
7216,360,Cybersecurity,Completed,54000,1126,116,QA Engineer,4.6,0.88,104.44,63.2,0.795,API Integration,High,5,Completed,100,13.6,2,0,0,1,9105,4,0.57,Critical,13.4,2,0,0,0
7217,360,Cybersecurity,Completed,54000,1126,110,QA Engineer,0.5,0.97,80.13,50.7,0.703,API Integration,High,8.5,Completed,100,25.6,4,1,2,0,None,0,0,Low,36.6,4,0,0,0.43
7218,360,Cybersecurity,Completed,54000,1126,53,UI/UX Designer,1,0.96,101.63,33.7,0.462,Security Review,Medium,2.2,Completed,100,16.3,1,0,0,1,9107,3,0.98,High,17.4,1,0,0,0.067
7219,361,Cybersecurity,Completed,211000,1122,21,UI/UX Designer,5.6,0.89,105.39,40.2,0.511,Deployment,Medium,3,Completed,100,22.2,3,0,0,2,9108,2,0.41,Medium,23.8,3,0,0,0.072
7220,361,Cybersecurity,Completed,211000,1122,8,Senior Developer,6.8,0.73,155.81,24.2,0.252,Data Migration,High,8.2,Completed,100,87.2,25,1,1,0,None,0,0,Low,94.4,29,1,4,0.083
7221,361,Cybersecurity,Completed,211000,1122,102,Developer,4.9,0.75,105.26,21,0.225,Database Design,Medium,1.3,Completed,100,11.8,1,2,2,2,9111,3,0.62,High,12.2,1,0,0,0.034
7222,361,Cybersecurity,Completed,211000,1122,135,Developer,1.2,0.89,91.15,38.2,0.486,UI/UX Design,Medium,1.2,Completed,100,7.4,1,1,1,1,9113,1,0.29,Low,10.4,1,0,0,0.405
7223,361,Cybersecurity,Completed,211000,1122,10,Senior Developer,2.4,0.8,115.08,32.3,0.369,UI/UX Design,High,3.3,Completed,100,72.9,13,0,0,0,None,0,0,Low,71.8,19,1,6,0
7224,361,Cybersecurity,Completed,211000,1122,58,Project Manager,5,0.86,161.91,68.5,0.842,UI/UX Design,High,3.8,Completed,100,26.8,4,1,3,0,None,0,0,Low,22.5,3,0,0,0
7225,361,Cybersecurity,Completed,211000,1122,121,Senior Developer,9.3,0.66,173.9,24.6,0.232,Testing & QA,Medium,1.3,Completed,100,45.8,6,1,4,1,9116,1,0.43,Low,54.5,6,0,0,0.19
7226,361,Cybersecurity,Completed,211000,1122,146,Developer,5.4,0.79,116.61,23.5,0.265,Frontend Development,High,7.9,Completed,100,98.1,11,3,3,1,9117,2,0.17,Medium,79.5,13,1,2,0
7227,361,Cybersecurity,Completed,211000,1122,110,QA Engineer,0.5,0.97,80.13,50.7,0.703,Performance Optimization,High,1.3,Completed,100,18.7,1,0,0,2,9119,2,0.64,Medium,21.8,1,0,0,0.166
7228,361,Cybersecurity,Completed,211000,1122,150,Developer,3.4,0.85,100.17,67.4,0.818,API Integration,Low,7.7,Completed,100,75.1,8,0,0,0,None,0,0,Low,90.5,12,1,4,0.205
7229,361,Cybersecurity,Completed,211000,1122,23,Developer,3.8,0.67,92.32,37.4,0.358,DevOps Setup,High,8.4,Completed,100,158.7,8,0,0,2,9121,1,0.5,Low,216.9,12,1,4,0.367
7230,361,Cybersecurity,Completed,211000,1122,60,Developer,3.9,0.58,109.67,62.7,0.52,Bug Fixing,High,7,Completed,100,42,6,3,4,0,None,0,0,Low,68.8,7,1,1,0.638
7231,361,Cybersecurity,Completed,211000,1122,80,QA Engineer,4.4,0.68,93.57,46.7,0.454,Security Review,Medium,4,Completed,100,200,11,1,1,0,None,0,0,Low,165.4,12,1,1,0
7232,361,Cybersecurity,Completed,211000,1122,98,Developer,4,0.98,106.85,20.1,0.281,Database Design,High,5.1,Completed,100,10,1,2,5,1,9125,1,0.49,Low,14.3,1,0,0,0.43
7233,361,Cybersecurity,Completed,211000,1122,84,Developer,5.8,0.95,106.1,66.9,0.908,Database Design,Low,1.8,Completed,100,7.1,1,0,0,1,9126,2,0.81,Medium,10.6,1,0,0,0.493
7234,361,Cybersecurity,Completed,211000,1122,103,UI/UX Designer,2.4,0.7,103.14,67.8,0.678,DevOps Setup,Medium,1.1,Completed,100,20,2,0,0,1,9127,3,0.79,High,18.3,2,0,0,0
7235,361,Cybersecurity,Completed,211000,1122,114,Developer,5.1,0.81,114.73,65.6,0.759,API Integration,Critical,7.1,Completed,100,8.8,1,0,0,1,9128,3,0.17,High,13.3,1,0,0,0.511
7236,361,Cybersecurity,Completed,211000,1122,107,Developer,3.5,0.51,101.59,64,0.466,Testing & QA,Medium,5.3,Completed,100,39.9,9,3,2,0,None,0,0,Low,34.8,9,0,0,0
7237,361,Cybersecurity,Completed,211000,1122,66,Senior Developer,7,0.55,144.57,66,0.519,API Integration,Medium,9.7,Completed,100,176.3,28,0,0,3,9132,4,0.377,Critical,264.4,40,1,12,0.5
7238,361,Cybersecurity,Completed,211000,1122,74,DevOps Engineer,2.8,0.65,116.95,22.5,0.209,Performance Optimization,Medium,3.3,Completed,100,167.9,16,2,3,1,9133,1,0.62,Low,250.3,18,1,2,0.491
7239,361,Cybersecurity,Completed,211000,1122,145,Developer,6.6,0.73,115.93,30.5,0.318,Backend Development,Medium,2.5,Completed,100,13.3,2,0,0,0,None,0,0,Low,12.3,2,0,0,0
7240,362,Education,Completed,50000,985,38,Developer,2.4,0.56,92.11,68.7,0.55,Frontend Development,Low,6.3,Completed,100,17.8,1,0,0,0,None,0,0,Low,20.2,0,0,0,0.135
7241,362,Education,Completed,50000,985,120,Developer,5.7,0.55,118.02,49.7,0.391,Code Review,High,9.6,Completed,100,57,8,1,1,1,9136,1,0.18,Low,70.2,10,1,2,0.232
7242,362,Education,Completed,50000,985,97,Developer,7.4,0.83,111.32,37.2,0.441,API Integration,Medium,9.8,Completed,100,116.8,16,2,2,0,None,0,0,Low,148,22,1,6,0.267
7243,362,Education,Completed,50000,985,43,Developer,2.5,0.57,95.42,56.7,0.462,API Integration,High,7.6,Completed,100,39.5,1,1,1,0,None,0,0,Low,50.3,0,0,0,0.273
7244,362,Education,Completed,50000,985,119,Developer,2.5,0.88,100.49,30.3,0.381,DevOps Setup,High,5.3,Completed,100,25.2,3,2,2,0,None,0,0,Low,23.6,4,1,1,0
7245,362,Education,Completed,50000,985,48,Senior Developer,11.5,0.66,162.39,27.3,0.257,API Integration,High,7.8,Completed,100,13.4,3,0,0,0,None,0,0,Low,20,3,0,0,0.493
7246,362,Education,Completed,50000,985,53,UI/UX Designer,1,0.96,101.63,33.7,0.462,Database Design,Critical,1.7,Completed,100,20.4,4,1,3,0,None,0,0,Low,16.7,3,0,0,0
7247,362,Education,Completed,50000,985,116,QA Engineer,4.6,0.88,104.44,63.2,0.795,Testing & QA,Critical,2,Completed,100,7.8,1,3,4,1,9142,3,0.37,High,12.4,1,0,0,0.59
7248,362,Education,Completed,50000,985,17,Senior Developer,2.3,0.91,119.14,37.4,0.486,Testing & QA,Medium,9.4,Completed,100,89,9,1,4,0,None,0,0,Low,127.7,13,1,4,0.435
7249,362,Education,Completed,50000,985,2,Senior Developer,5.7,0.58,131.62,24.5,0.203,UI/UX Design,High,1.8,Completed,100,14.5,3,3,3,2,9144,2,0.5,Medium,19.1,2,0,0,0.317
7250,362,Education,Completed,50000,985,32,Senior Developer,4.7,0.64,126.65,47.4,0.433,Deployment,Low,8,Completed,100,52.8,8,0,0,0,None,0,0,Low,57.4,7,0,0,0.087
7251,362,Education,Completed,50000,985,78,Developer,3.4,0.57,99.81,27.5,0.224,Backend Development,High,8.5,Completed,100,81.3,5,3,5,0,None,0,0,Low,123.6,4,0,0,0.52
7252,362,Education,Completed,50000,985,102,Developer,4.9,0.75,105.26,21,0.225,Security Review,Medium,5.9,Completed,100,18.5,3,3,6,0,None,0,0,Low,20.6,3,0,0,0.114
7253,362,Education,Completed,50000,985,6,QA Engineer,1.8,0.72,83.56,53.9,0.554,Code Review,Critical,4,Completed,100,35,12,2,4,0,None,0,0,Low,53.6,13,1,1,0.531
7254,362,Education,Completed,50000,985,40,Developer,4,0.68,111.62,47.9,0.465,Code Review,Medium,8.3,Completed,100,200,24,3,5,2,9151,3,0.465,High,205.6,33,1,9,0.028
7255,362,Education,Completed,50000,985,115,Developer,5,0.64,99.4,55.9,0.511,UI/UX Design,Medium,3.7,Completed,100,154.7,22,0,0,0,None,0,0,Low,225.3,28,1,6,0.456
7256,362,Education,Completed,50000,985,147,Senior Developer,11.5,0.64,162.44,51,0.466,Deployment,High,4.1,Completed,100,9.9,1,2,6,0,None,0,0,Low,9.3,0,0,0,0
7257,362,Education,Completed,50000,985,121,Senior Developer,9.3,0.66,173.9,24.6,0.232,Data Migration,High,1.1,Completed,100,2.6,1,2,5,0,None,0,0,Low,3.2,1,0,0,0.231
7258,362,Education,Completed,50000,985,93,Senior Developer,0.9,0.9,109.68,41,0.527,Security Review,Medium,1.9,Completed,100,35.4,2,3,7,1,9155,1,0.15,Low,34.7,2,0,0,0
7259,362,Education,Completed,50000,985,24,Developer,5.4,0.66,104.18,47.6,0.449,Data Migration,Critical,4.1,Completed,100,26,1,3,5,2,9156,4,0.4,Critical,47.4,1,0,0,0.823
7260,362,Education,Completed,50000,985,15,Developer,4.8,0.54,98.99,42,0.324,Documentation,Critical,9.5,Completed,100,200,49,0,0,0,None,0,0,Low,240.5,63,1,14,0.202
7261,362,Education,Completed,50000,985,6,QA Engineer,1.8,0.72,83.56,53.9,0.554,Deployment,High,8.1,Completed,100,12.4,2,2,6,0,None,0,0,Low,20.7,1,0,0,0.669
7262,362,Education,Completed,50000,985,25,UI/UX Designer,5,0.94,111.87,26.9,0.361,Performance Optimization,Low,7.2,Completed,100,13.8,1,2,6,1,9160,2,0.11,Medium,11.5,1,0,0,0
7263,362,Education,Completed,50000,985,94,Developer,3.5,0.72,91.45,48.9,0.503,Bug Fixing,Medium,7.5,Completed,100,91.6,14,2,6,0,None,0,0,Low,81.4,16,1,2,0
7264,363,Logistics,In Progress,91000,684,85,Developer,1.1,0.79,81.35,50.1,0.565,Security Review,Critical,4.6,In Progress,53.9,46.9,12,0,0,0,None,0,0,Low,31.1,6,0,0,0
7265,363,Logistics,In Progress,91000,684,142,Developer,2,0.51,102.29,64.9,0.473,UI/UX Design,Medium,6,In Progress,38.6,200,26,0,0,0,None,0,0,Low,71.4,10,0,0,0
7266,363,Logistics,In Progress,91000,684,116,QA Engineer,4.6,0.88,104.44,63.2,0.795,API Integration,Medium,4.7,Not Started,0,31.4,5,1,1,0,None,0,0,Low,0,0,0,0,0
7267,363,Logistics,In Progress,91000,684,114,Developer,5.1,0.81,114.73,65.6,0.759,Documentation,Low,4.5,Completed,100,45.8,3,1,1,0,None,0,0,Low,45.9,3,0,0,0.002
7268,363,Logistics,In Progress,91000,684,91,DevOps Engineer,3.1,0.77,124.61,20.8,0.229,Testing & QA,Medium,6.5,Not Started,0,29.5,4,1,2,1,9166,2,0.34,Medium,0,0,0,0,0
7269,363,Logistics,In Progress,91000,684,131,Senior Developer,6.6,0.54,155.72,64.1,0.494,Backend Development,High,5.3,Blocked,7.6,51.8,8,3,3,1,9167,1,0.29,Low,4.2,0,0,0,0
7270,363,Logistics,In Progress,91000,684,102,Developer,4.9,0.75,105.26,21,0.225,DevOps Setup,High,1.4,In Progress,16.8,28.1,3,1,1,1,9168,2,0.72,Medium,6.1,0,0,0,0
7271,363,Logistics,In Progress,91000,684,39,Developer,2.6,0.76,99.95,21.1,0.229,Database Design,High,4.2,In Progress,58.3,24.3,3,1,4,0,None,0,0,Low,14.4,1,0,0,0
7272,363,Logistics,In Progress,91000,684,72,Senior Developer,7.2,0.96,145.72,20.4,0.28,API Integration,Low,7.6,Blocked,29.9,8.7,1,2,5,0,None,0,0,Low,2.1,0,0,0,0
7273,363,Logistics,In Progress,91000,684,68,Senior Developer,4,0.95,135.46,48.1,0.653,UI/UX Design,High,3.8,Completed,100,4.9,1,0,0,2,9171,3,0.59,High,6.7,1,0,0,0.367
7274,363,Logistics,In Progress,91000,684,92,QA Engineer,1.4,0.86,93.75,34.7,0.426,Bug Fixing,Medium,5.2,Completed,100,9.7,2,0,0,0,None,0,0,Low,11.3,1,0,0,0.165
7275,363,Logistics,In Progress,91000,684,46,Developer,4.9,0.68,108.63,38.6,0.375,Testing & QA,Medium,4.3,Not Started,0,80.4,21,3,6,0,None,0,0,Low,0,0,0,0,0
7276,363,Logistics,In Progress,91000,684,92,QA Engineer,1.4,0.86,93.75,34.7,0.426,Frontend Development,Low,6.4,In Progress,70.7,10.1,1,3,2,1,9175,4,0.3,Critical,7.4,0,0,0,0
7277,363,Logistics,In Progress,91000,684,130,Senior Developer,5.2,0.81,127.54,40.9,0.473,UI/UX Design,Low,3.3,Completed,100,17.2,2,2,1,1,9176,3,0.45,High,23.4,2,0,0,0.36
7278,363,Logistics,In Progress,91000,684,54,Project Manager,2.2,0.63,137.46,26.3,0.237,Documentation,Low,5.8,In Progress,21.1,13,4,2,6,0,None,0,0,Low,3.2,0,0,0,0
7279,363,Logistics,In Progress,91000,684,75,Developer,1.9,0.58,94.13,51.2,0.424,DevOps Setup,High,1.4,Blocked,10,80.8,28,0,0,0,None,0,0,Low,9,2,0,0,0
7280,363,Logistics,In Progress,91000,684,16,Senior Developer,6.4,0.52,140.13,60.9,0.452,UI/UX Design,Medium,6.7,Not Started,0,28.5,3,0,0,1,9179,3,0.26,High,0,0,0,0,0
7281,363,Logistics,In Progress,91000,684,113,Developer,1.5,0.56,94.97,22,0.176,API Integration,Medium,5.7,Not Started,0,13.1,2,2,7,1,9180,3,0.95,High,0,0,0,0,0
7282,363,Logistics,In Progress,91000,684,21,UI/UX Designer,5.6,0.89,105.39,40.2,0.511,Testing & QA,Medium,1.5,In Progress,74.9,14.8,3,3,2,0,None,0,0,Low,12.9,2,0,0,0
7283,363,Logistics,In Progress,91000,684,30,UI/UX Designer,2.3,0.95,95.32,28.1,0.381,UI/UX Design,Low,7.3,Completed,100,17,3,3,7,2,9183,3,0.25,High,23.1,3,0,0,0.359
7284,364,HR Platform,Completed,46000,670,107,Developer,3.5,0.51,101.59,64,0.466,Database Design,High,1.6,Completed,100,200,1,0,0,0,None,0,0,Low,313.8,1,0,0,0.569
7285,364,HR Platform,Completed,46000,670,103,UI/UX Designer,2.4,0.7,103.14,67.8,0.678,Code Review,High,6.2,Completed,100,60.4,6,1,1,0,None,0,0,Low,76.4,9,1,3,0.265
7286,364,HR Platform,Completed,46000,670,58,Project Manager,5,0.86,161.91,68.5,0.842,Backend Development,Low,7,Completed,100,11.2,3,0,0,1,9186,2,0.6,Medium,13.1,3,0,0,0.17
7287,364,HR Platform,Completed,46000,670,1,Developer,4.2,0.87,104.88,47.9,0.595,Security Review,Medium,5.5,Completed,100,5.8,1,3,2,1,9187,2,0.58,Medium,7.6,0,0,0,0.31
7288,364,HR Platform,Completed,46000,670,43,Developer,2.5,0.57,95.42,56.7,0.462,Deployment,High,7.9,Completed,100,200,43,0,0,0,None,0,0,Low,269.2,51,1,8,0.346
7289,364,HR Platform,Completed,46000,670,124,DevOps Engineer,2.7,0.82,117.95,60.4,0.708,Performance Optimization,Medium,4,Completed,100,37.8,12,0,0,0,None,0,0,Low,36.5,11,0,0,0
7290,364,HR Platform,Completed,46000,670,3,QA Engineer,6.9,0.51,117.71,25.8,0.188,API Integration,High,5.3,Completed,100,21.2,1,2,2,2,9190,4,0.82,Critical,29.1,1,0,0,0.373
7291,364,HR Platform,Completed,46000,670,8,Senior Developer,6.8,0.73,155.81,24.2,0.252,Frontend Development,Critical,1.4,Completed,100,1.2,1,1,1,2,9193,3,0.405,High,1.8,1,0,0,0.5
7292,364,HR Platform,Completed,46000,670,76,Senior Developer,8.1,0.97,160.61,50.2,0.696,Frontend Development,Low,8.8,Completed,100,46.7,9,3,3,3,9195,4,0.57,Critical,39.3,10,1,1,0
7293,364,HR Platform,Completed,46000,670,120,Developer,5.7,0.55,118.02,49.7,0.391,Deployment,Medium,5,Completed,100,127.3,7,2,3,2,9197,1,0.505,Low,171.1,8,1,1,0.344
7294,364,HR Platform,Completed,46000,670,24,Developer,5.4,0.66,104.18,47.6,0.449,Frontend Development,Critical,2.6,Completed,100,13.9,1,1,4,0,None,0,0,Low,13.1,1,0,0,0
7295,364,HR Platform,Completed,46000,670,15,Developer,4.8,0.54,98.99,42,0.324,Bug Fixing,Medium,1.2,Completed,100,13.9,4,0,0,0,None,0,0,Low,14.7,6,1,2,0.058
7296,364,HR Platform,Completed,46000,670,24,Developer,5.4,0.66,104.18,47.6,0.449,UI/UX Design,High,5.9,Completed,100,49,8,2,4,0,None,0,0,Low,75.3,8,0,0,0.537
7297,364,HR Platform,Completed,46000,670,146,Developer,5.4,0.79,116.61,23.5,0.265,Performance Optimization,Medium,1.8,Completed,100,42.6,11,0,0,2,9202,2,0.645,Medium,44.9,10,0,0,0.054
7298,364,HR Platform,Completed,46000,670,49,Senior Developer,6.2,0.84,130.17,27.3,0.328,Deployment,Medium,4.5,Completed,100,8.8,1,0,0,1,9204,2,0.65,Medium,12.2,1,0,0,0.386
7299,364,HR Platform,Completed,46000,670,96,Developer,5.2,0.58,101.75,38.4,0.318,Bug Fixing,Medium,3.7,Completed,100,9,1,3,5,0,None,0,0,Low,9.5,1,0,0,0.056
7300,364,HR Platform,Completed,46000,670,87,Senior Developer,7.7,0.52,138.25,58.3,0.433,Backend Development,High,2,Completed,100,28.8,6,3,3,1,9206,4,0.74,Critical,33.6,6,0,0,0.167
7301,364,HR Platform,Completed,46000,670,57,Project Manager,3.6,0.67,137.33,56.1,0.537,Frontend Development,Medium,7.5,Completed,100,15,2,0,0,0,None,0,0,Low,20.3,2,0,0,0.353
7302,364,HR Platform,Completed,46000,670,106,DevOps Engineer,0.5,0.83,100.37,32.6,0.387,Research,Critical,2.5,Completed,100,11,3,0,0,2,9208,2,0.635,Medium,12,3,0,0,0.091
7303,365,Mobile Banking,Completed,1973000,943,57,Project Manager,3.6,0.67,137.33,56.1,0.537,UI/UX Design,Low,5.7,Completed,100,86.4,14,0,0,2,9211,4,0.385,Critical,87.2,20,1,6,0.009
7304,365,Mobile Banking,Completed,1973000,943,20,Developer,2,0.89,87.87,54.3,0.69,API Integration,High,4,Completed,100,150.2,20,1,1,1,9212,2,0.83,Medium,223.3,18,0,0,0.487
7305,365,Mobile Banking,Completed,1973000,943,148,DevOps Engineer,1,0.73,107.02,27.8,0.29,Deployment,Low,7,Completed,100,131.5,1,1,2,1,9213,1,0.88,Low,164.6,1,0,0,0.252
7306,365,Mobile Banking,Completed,1973000,943,35,Project Manager,1.2,0.61,125.35,60,0.523,DevOps Setup,Low,6,Completed,100,3.7,1,2,2,0,None,0,0,Low,4.2,1,0,0,0.135
7307,365,Mobile Banking,Completed,1973000,943,68,Senior Developer,4,0.95,135.46,48.1,0.653,Backend Development,Medium,9.4,Completed,100,125,16,3,3,3,9215,2,0.343,Medium,118.6,22,1,6,0
7308,365,Mobile Banking,Completed,1973000,943,55,Developer,3.6,0.76,95.12,20.8,0.226,Backend Development,High,8.2,Completed,100,23.6,7,2,4,1,9218,4,0.81,Critical,23.7,10,1,3,0.004
7309,365,Mobile Banking,Completed,1973000,943,19,QA Engineer,3.8,0.54,104.47,62.5,0.482,Documentation,High,5.6,Completed,100,11.7,1,1,4,0,None,0,0,Low,13,0,0,0,0.111
7310,365,Mobile Banking,Completed,1973000,943,127,Developer,3,0.53,98.72,31.1,0.235,Bug Fixing,Critical,7.7,Completed,100,126.1,13,2,3,2,9220,4,0.35,Critical,167.9,15,1,2,0.331
7311,365,Mobile Banking,Completed,1973000,943,90,Project Manager,0.5,0.81,112.8,42,0.486,DevOps Setup,Medium,6.9,Completed,100,1.4,1,1,5,0,None,0,0,Low,1.8,1,0,0,0.286
7312,365,Mobile Banking,Completed,1973000,943,115,Developer,5,0.64,99.4,55.9,0.511,UI/UX Design,Low,6.8,Completed,100,88.8,10,3,5,1,9223,1,0.99,Low,89.3,12,1,2,0.006
7313,365,Mobile Banking,Completed,1973000,943,100,Senior Developer,8.6,0.68,165.41,31.6,0.307,Testing & QA,Medium,9.7,Completed,100,5.7,1,1,6,0,None,0,0,Low,6.4,0,0,0,0.123
7314,365,Mobile Banking,Completed,1973000,943,47,QA Engineer,4.5,0.55,104.57,24.2,0.19,UI/UX Design,Low,3.3,Completed,100,66.8,10,2,6,0,None,0,0,Low,92.9,14,1,4,0.391
7315,365,Mobile Banking,Completed,1973000,943,34,UI/UX Designer,3.8,0.95,107.94,53,0.719,Bug Fixing,Medium,4.9,Completed,100,19.5,3,0,0,0,None,0,0,Low,19.3,3,0,0,0
7316,365,Mobile Banking,Completed,1973000,943,59,Senior Developer,6.6,0.82,134.13,57.2,0.67,Code Review,Low,9.4,Completed,100,103.2,4,1,6,1,9227,2,0.93,Medium,128.8,5,1,1,0.248
7317,365,Mobile Banking,Completed,1973000,943,100,Senior Developer,8.6,0.68,165.41,31.6,0.307,Bug Fixing,Low,7.6,Completed,100,200,8,1,3,1,9228,2,0.4,Medium,192.2,10,1,2,0
7318,365,Mobile Banking,Completed,1973000,943,95,Senior Developer,7.3,0.7,140.34,47.2,0.472,Performance Optimization,Critical,4.7,Completed,100,109.4,8,2,7,0,None,0,0,Low,138.8,7,0,0,0.269
7319,365,Mobile Banking,Completed,1973000,943,126,Senior Developer,3,0.9,133.83,51.5,0.662,Frontend Development,Medium,5.5,Completed,100,23,1,2,5,0,None,0,0,Low,30.5,0,0,0,0.326
7320,365,Mobile Banking,Completed,1973000,943,29,Senior Developer,6.2,0.66,144.35,48.6,0.458,Data Migration,Low,9,Completed,100,32.3,2,2,6,0,None,0,0,Low,38.4,1,0,0,0.189
7321,365,Mobile Banking,Completed,1973000,943,13,Project Manager,5.1,0.66,151.2,54.6,0.515,Frontend Development,Medium,1.4,Completed,100,200,59,3,8,2,9233,3,0.315,High,283.9,55,0,0,0.419
7322,365,Mobile Banking,Completed,1973000,943,139,Project Manager,3.8,0.87,145.18,47,0.584,Research,High,1.9,Completed,100,6,1,0,0,0,None,0,0,Low,8.8,1,0,0,0.467
